PRISM Time Series Data
Location:  Lat: 39.1506   Lon: -122.3658   Elev: 270m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2019-06-15
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2019-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1992-11-23,0.00,-0.4,6.5,13.4,2.2,0.59,7.82
1992-11-24,0.00,1.4,6.8,12.1,-2.2,2.56,9.58
1992-11-25,0.39,3.9,8.6,13.2,0.3,1.96,6.92
1992-11-26,0.00,3.7,9.7,15.8,2.5,1.98,10.97
1992-11-27,0.00,5.7,10.9,16.2,4.0,2.01,10.17
1992-11-28,0.00,3.4,10.0,16.7,4.1,1.48,10.41
1992-11-29,0.00,3.1,10.1,17.1,-2.6,2.83,14.66
1992-11-30,0.00,0.3,8.6,17.0,-3.9,2.37,14.52
1992-12-01,0.00,0.7,8.5,16.2,-2.1,1.79,13.15
1992-12-02,1.42,3.4,8.8,14.2,-0.3,2.09,10.82
1992-12-03,16.85,5.3,8.6,11.8,3.1,1.61,6.04
1992-12-04,0.00,1.1,7.1,13.1,1.4,1.15,7.95
1992-12-05,0.00,-3.3,4.8,12.8,-6.1,2.10,12.07
1992-12-06,17.64,0.9,5.4,9.9,0.1,1.15,5.80
1992-12-07,28.04,2.7,6.5,10.3,4.9,0.70,3.31
1992-12-08,1.40,2.3,6.5,10.7,3.1,0.99,4.66
1992-12-09,38.10,4.7,8.0,11.3,5.1,1.02,3.81
1992-12-10,8.72,9.0,11.0,13.0,8.2,1.96,3.61
1992-12-11,16.53,2.4,7.3,12.1,6.0,0.44,3.15
1992-12-12,0.71,0.4,5.7,11.0,2.3,0.82,5.66
1992-12-13,0.00,1.5,6.7,12.0,-1.2,0.99,7.73
1992-12-14,0.00,3.3,8.9,14.5,-3.9,3.45,13.51
1992-12-15,0.00,0.1,7.3,14.5,-0.0,0.94,9.30
1992-12-16,0.00,-0.7,5.8,12.3,-3.8,1.22,9.97
1992-12-17,0.64,1.3,6.0,10.8,-0.2,1.30,6.58
1992-12-18,0.11,-2.3,3.4,9.1,-0.5,0.92,5.68
1992-12-19,0.00,-3.6,3.3,10.2,-4.2,0.95,8.03
1992-12-20,0.77,-1.8,3.1,8.0,-2.3,0.92,5.51
1992-12-21,1.48,1.5,4.9,8.2,1.2,0.94,3.75
1992-12-22,0.00,-0.5,5.8,12.1,1.4,0.81,6.24
1992-12-23,0.00,-0.0,7.6,15.3,-1.3,1.31,10.78
1992-12-24,0.00,-0.2,7.3,14.9,-0.7,1.60,9.49
1992-12-25,0.00,-1.0,5.6,12.2,-1.4,1.14,5.40
1992-12-26,0.00,-2.4,3.3,9.0,-3.0,0.95,5.51
1992-12-27,0.00,-3.3,3.0,9.4,-2.6,0.62,6.13
1992-12-28,10.15,0.0,4.4,8.8,-0.2,0.65,4.09
1992-12-29,11.30,3.0,6.1,9.2,2.8,1.39,4.26
1992-12-30,5.11,0.3,3.9,7.4,0.3,1.04,3.65
1992-12-31,7.43,1.3,4.7,8.1,0.8,1.00,3.91
1993-01-01,32.37,4.2,6.7,9.2,1.3,2.67,4.77
1993-01-02,3.37,-2.6,3.1,8.9,-0.3,0.78,5.40
1993-01-03,3.70,-4.1,2.1,8.3,-5.5,1.05,6.20
1993-01-04,0.00,-3.8,1.9,7.7,-6.5,1.18,6.21
1993-01-05,0.04,-1.7,2.6,6.8,-2.7,0.89,4.31
1993-01-06,5.23,0.1,3.2,6.2,-0.7,0.61,3.18
1993-01-07,34.02,2.6,4.9,7.2,2.2,0.57,1.81
1993-01-08,6.93,3.1,6.0,8.8,4.4,0.48,1.34
1993-01-09,1.41,0.8,4.8,8.7,2.5,0.81,2.61
1993-01-10,1.83,-0.8,3.1,7.0,1.2,0.55,3.04
1993-01-11,1.62,-1.0,3.1,7.3,-0.9,0.70,3.11
1993-01-12,0.35,-2.5,1.6,5.7,-1.4,0.27,3.16
1993-01-13,32.61,0.4,3.4,6.5,-1.3,0.87,3.24
1993-01-14,24.08,3.1,6.2,9.2,5.0,0.48,1.45
1993-01-15,5.22,1.3,5.3,9.4,2.8,0.55,4.23
1993-01-16,20.49,1.6,5.7,9.8,3.9,0.45,2.16
1993-01-17,0.59,1.8,6.0,10.3,3.6,0.42,4.85
1993-01-18,17.28,3.4,6.7,10.0,2.9,1.11,2.99
1993-01-19,1.23,2.5,7.0,11.5,3.9,0.57,5.03
1993-01-20,22.45,4.3,7.7,11.1,4.9,0.95,3.10
1993-01-21,26.54,3.6,8.2,12.8,7.2,0.44,2.66
1993-01-22,10.18,3.1,8.1,13.1,6.8,0.53,4.31
1993-01-23,1.06,1.0,7.2,13.3,1.4,1.58,7.38
1993-01-24,0.00,-0.3,7.1,14.5,-1.0,0.86,7.76
1993-01-25,0.00,-0.5,8.3,17.1,1.1,0.73,11.92
1993-01-26,0.00,-0.1,8.5,17.1,1.5,0.67,9.31
1993-01-27,0.00,1.4,10.0,18.6,2.0,0.83,12.17
1993-01-28,0.00,1.4,8.7,15.9,2.4,0.51,7.87
1993-01-29,0.00,3.3,9.9,16.5,3.2,0.60,7.46
1993-01-30,0.00,4.8,10.5,16.2,1.1,1.25,10.65
1993-01-31,0.00,1.0,8.7,16.3,-0.2,2.14,12.75
1993-02-01,0.00,0.3,8.0,15.7,0.9,0.81,9.25
1993-02-02,0.00,0.0,7.3,14.6,2.2,0.44,6.90
1993-02-03,0.00,2.3,8.4,14.5,2.9,0.90,7.22
1993-02-04,0.00,5.0,10.6,16.3,3.5,1.47,7.54
1993-02-05,6.01,5.8,11.4,17.0,4.6,1.68,11.13
1993-02-06,7.93,5.5,10.8,16.1,7.7,0.35,5.35
1993-02-07,0.00,6.3,11.3,16.2,7.4,0.59,6.76
1993-02-08,27.48,7.1,11.2,15.3,7.3,0.81,7.33
1993-02-09,24.37,6.6,10.0,13.3,8.6,0.43,3.43
1993-02-10,2.90,3.9,8.1,12.3,5.3,0.36,3.72
1993-02-11,14.40,2.8,7.3,11.8,5.1,0.37,4.24
1993-02-12,0.46,1.6,7.1,12.7,4.1,0.60,5.24
1993-02-13,0.00,0.4,7.2,14.0,2.8,0.26,6.01
1993-02-14,0.00,0.6,7.8,15.0,1.3,0.81,8.24
1993-02-15,0.00,-0.6,7.3,15.1,0.0,0.78,10.36
1993-02-16,0.00,-0.2,6.4,12.9,0.9,0.37,7.22
1993-02-17,6.86,0.3,5.3,10.3,0.8,0.41,5.56
1993-02-18,33.00,3.6,6.9,10.3,4.9,0.28,2.01
1993-02-19,37.56,5.9,8.8,11.7,7.3,0.62,2.55
1993-02-20,11.30,2.2,6.0,9.8,4.3,0.69,2.78
1993-02-21,1.63,2.0,6.1,10.3,1.4,0.66,4.18
1993-02-22,0.86,1.4,6.1,10.7,3.2,0.08,4.69
1993-02-23,27.03,3.6,6.3,9.1,4.1,0.43,3.40
1993-02-24,6.93,0.9,5.1,9.3,3.3,0.40,2.50
1993-02-25,0.00,0.4,4.8,9.1,-1.4,0.54,5.26
1993-02-26,0.00,0.3,5.0,9.6,0.1,0.59,4.99
1993-02-27,0.00,1.1,6.1,11.2,-1.1,1.14,5.11
1993-02-28,0.00,0.8,8.2,15.7,-1.8,1.69,10.51
1993-03-01,0.00,1.2,8.4,15.6,2.3,0.76,9.23
1993-03-02,0.35,2.8,9.2,15.5,4.4,0.42,6.45
1993-03-03,1.32,6.2,11.1,16.1,6.0,0.76,7.45
1993-03-04,0.00,4.9,11.5,18.0,6.5,0.72,7.74
1993-03-05,0.00,4.4,12.3,20.2,5.5,0.70,10.84
1993-03-06,0.00,5.8,14.4,22.9,7.1,0.82,12.81
1993-03-07,0.00,5.9,15.0,24.1,7.9,0.93,17.09
1993-03-08,0.00,7.0,15.4,23.8,8.5,0.99,16.20
1993-03-09,0.00,8.8,15.8,22.9,9.3,0.92,11.95
1993-03-10,0.00,8.3,14.8,21.4,8.6,1.86,11.22
1993-03-11,0.00,7.1,14.5,22.0,8.4,1.28,10.02
1993-03-12,0.00,8.0,15.3,22.5,8.0,1.02,14.35
1993-03-13,0.91,9.8,15.9,22.1,9.7,1.49,12.33
1993-03-14,2.21,10.8,15.9,21.0,10.2,1.15,9.76
1993-03-15,0.50,9.3,13.8,18.3,8.4,1.31,8.52
1993-03-16,0.80,10.1,14.1,18.0,8.8,1.66,8.91
1993-03-17,15.04,10.6,14.0,17.4,9.7,1.13,6.36
1993-03-18,0.98,9.3,13.3,17.4,9.9,0.80,5.66
1993-03-19,0.00,7.2,13.1,19.0,8.7,0.89,9.52
1993-03-20,0.00,6.8,13.2,19.6,8.7,1.11,7.14
1993-03-21,0.00,6.2,13.7,21.3,7.6,0.71,11.42
1993-03-22,0.00,6.8,14.8,22.7,8.1,1.07,12.67
1993-03-23,2.06,8.8,15.9,23.1,9.5,0.94,12.75
1993-03-24,10.98,6.8,10.8,14.8,9.8,0.67,2.21
1993-03-25,0.39,5.7,10.7,15.7,4.6,0.69,8.96
1993-03-26,0.10,5.9,10.6,15.3,5.8,0.63,6.21
1993-03-27,0.31,5.5,9.6,13.6,6.3,0.78,5.56
1993-03-28,3.74,6.0,10.4,14.8,4.7,0.66,5.62
1993-03-29,0.00,6.0,12.4,18.8,6.1,0.51,7.98
1993-03-30,0.00,7.4,13.1,18.7,7.3,1.10,7.63
1993-03-31,0.00,6.6,12.6,18.5,7.6,0.84,9.10
1993-04-01,0.95,5.9,11.4,16.9,7.1,0.83,6.37
1993-04-02,0.32,4.7,10.7,16.6,4.9,0.52,7.12
1993-04-03,0.00,6.4,12.3,18.1,6.5,0.74,8.76
1993-04-04,0.00,7.9,13.0,18.0,8.4,1.11,7.70
1993-04-05,0.00,4.4,11.0,17.6,4.4,0.96,9.65
1993-04-06,0.00,3.7,10.6,17.6,2.5,0.62,10.65
1993-04-07,0.00,4.5,12.1,19.7,5.2,0.85,10.09
1993-04-08,0.00,5.2,13.0,20.8,6.9,0.87,13.04
1993-04-09,0.00,6.5,12.7,18.9,7.7,0.88,7.87
1993-04-10,0.00,6.0,12.0,18.1,6.0,0.78,9.59
1993-04-11,0.00,3.8,10.9,17.9,3.5,0.99,10.43
1993-04-12,0.00,3.4,11.1,18.9,0.3,1.38,12.68
1993-04-13,0.00,4.7,12.8,21.0,1.2,1.96,14.49
1993-04-14,0.00,5.5,14.1,22.7,4.3,1.24,15.33
1993-04-15,0.00,7.6,14.4,21.2,7.0,1.18,12.26
1993-04-16,0.00,7.4,14.0,20.7,5.8,1.85,12.22
1993-04-17,4.51,8.2,13.5,18.8,5.1,2.25,11.27
1993-04-18,13.09,7.1,12.5,17.9,6.8,1.49,6.25
1993-04-19,0.00,4.7,12.6,20.4,3.6,1.24,11.94
1993-04-20,0.00,5.4,13.6,21.8,4.3,1.34,15.17
1993-04-21,0.00,6.4,14.1,21.8,6.7,0.94,14.61
1993-04-22,0.00,7.4,13.9,20.5,6.0,1.37,13.16
1993-04-23,0.00,7.1,12.7,18.2,4.9,1.82,11.52
1993-04-24,0.00,7.1,12.3,17.6,6.7,0.86,6.26
1993-04-25,0.00,7.3,14.1,21.0,7.3,1.00,11.03
1993-04-26,0.00,6.8,14.2,21.6,7.4,1.36,13.11
1993-04-27,0.00,5.4,14.2,22.9,3.1,1.53,16.79
1993-04-28,0.00,6.8,16.5,26.2,5.3,1.22,20.34
1993-04-29,0.00,9.3,19.0,28.8,7.2,2.39,22.97
1993-04-30,0.00,11.4,19.7,28.0,8.3,3.97,22.80
1993-05-01,0.00,11.7,19.8,28.0,5.5,4.85,22.69
1993-05-02,0.00,11.3,20.0,28.7,8.6,3.88,22.90
1993-05-03,0.00,11.9,20.0,28.0,9.1,3.64,19.72
1993-05-04,0.00,7.2,13.6,20.1,6.7,1.76,11.18
1993-05-05,0.00,6.6,14.5,22.3,5.0,1.09,15.49
1993-05-06,0.00,8.6,16.3,24.0,8.0,1.65,15.68
1993-05-07,0.00,6.7,14.8,22.9,6.9,1.73,13.18
1993-05-08,0.00,5.9,14.5,23.2,4.7,1.29,16.11
1993-05-09,0.00,6.8,16.2,25.6,4.3,1.86,21.29
1993-05-10,0.00,9.5,20.2,30.8,8.8,2.29,25.22
1993-05-11,0.00,9.3,19.6,29.9,9.1,2.00,24.66
1993-05-12,0.00,5.3,12.1,18.8,6.8,1.09,8.36
1993-05-13,0.41,6.4,12.9,19.4,4.5,1.30,12.01
1993-05-14,0.40,7.6,14.2,20.8,5.7,1.85,12.10
1993-05-15,0.00,7.5,16.1,24.6,7.6,1.43,15.83
1993-05-16,0.00,8.8,18.2,27.7,9.2,1.32,19.92
1993-05-17,0.00,9.7,19.0,28.4,9.6,1.33,22.59
1993-05-18,0.00,9.7,18.3,26.9,8.7,2.10,18.51
1993-05-19,0.00,12.6,19.0,25.4,11.1,2.36,15.41
1993-05-20,0.00,14.1,19.2,24.3,12.4,2.95,13.00
1993-05-21,0.00,10.4,16.9,23.5,9.9,2.10,14.26
1993-05-22,0.00,9.6,17.9,26.2,9.0,1.61,16.51
1993-05-23,0.00,10.1,19.5,29.0,9.8,1.59,25.31
1993-05-24,0.00,9.7,18.4,27.1,9.3,1.59,21.81
1993-05-25,8.14,9.7,14.6,19.5,10.3,0.53,7.35
1993-05-26,8.01,11.4,15.6,19.8,10.1,1.12,11.61
1993-05-27,5.85,12.1,15.6,19.2,9.8,2.81,8.98
1993-05-28,4.43,9.3,14.8,20.3,9.0,1.56,11.15
1993-05-29,0.00,9.1,15.8,22.5,8.0,1.48,14.23
1993-05-30,1.17,13.7,18.2,22.6,9.8,3.17,14.82
1993-05-31,10.16,13.8,17.7,21.7,12.9,2.00,9.26
1993-06-01,2.09,11.2,16.6,21.9,10.1,2.55,11.96
1993-06-02,0.00,9.6,16.0,22.5,7.9,2.16,15.06
1993-06-03,0.00,9.0,15.8,22.6,7.7,1.93,16.11
1993-06-04,2.93,9.8,15.3,20.8,8.7,1.83,14.09
1993-06-05,11.20,8.4,13.2,17.9,8.7,1.39,5.53
1993-06-06,1.15,8.1,13.2,18.3,6.7,1.26,10.88
1993-06-07,0.22,10.3,14.6,18.8,7.9,2.33,6.73
1993-06-08,0.00,9.8,16.6,23.5,8.6,1.39,14.03
1993-06-09,0.00,11.3,20.2,29.2,8.6,1.97,24.69
1993-06-10,0.00,14.1,21.7,29.2,11.0,4.04,26.50
1993-06-11,0.00,10.9,19.4,27.9,10.0,3.21,21.46
1993-06-12,0.00,10.1,18.9,27.6,5.8,3.27,23.91
1993-06-13,0.00,12.3,21.3,30.2,6.9,3.31,27.81
1993-06-14,0.00,13.1,22.9,32.7,10.6,3.96,28.81
1993-06-15,0.00,14.3,23.0,31.7,11.2,4.84,32.46
1993-06-16,0.00,12.9,22.0,31.1,10.0,2.85,29.29
1993-06-17,0.00,15.8,23.9,32.0,9.4,6.61,29.98
1993-06-18,0.00,16.8,25.7,34.6,12.0,8.31,35.42
1993-06-19,0.00,15.8,25.7,35.6,13.2,5.82,36.86
1993-06-20,0.00,15.0,25.3,35.5,13.6,5.44,35.62
1993-06-21,0.00,14.4,24.6,34.7,11.3,5.23,35.07
1993-06-22,0.00,10.0,18.5,27.0,7.6,3.44,20.92
1993-06-23,0.00,11.0,20.0,29.0,5.4,3.74,26.78
1993-06-24,0.00,14.4,23.2,32.0,6.2,7.03,33.91
1993-06-25,0.00,15.1,25.5,35.9,9.4,5.20,38.98
1993-06-26,0.00,16.1,26.4,36.7,12.6,5.49,40.26
1993-06-27,0.00,15.6,25.8,35.9,13.0,6.02,38.52
1993-06-28,0.00,14.3,23.0,31.8,10.1,7.19,31.18
1993-06-29,0.00,12.5,21.9,31.2,9.1,3.66,25.79
1993-06-30,0.00,14.4,23.6,32.7,9.7,4.63,32.65
1993-07-01,0.00,15.6,25.3,35.0,10.8,5.44,38.66
1993-07-02,0.00,16.3,25.0,33.6,11.8,7.13,37.85
1993-07-03,0.00,15.3,24.0,32.7,10.2,5.09,29.20
1993-07-04,0.00,15.3,24.2,33.1,9.7,4.99,35.83
1993-07-05,0.00,14.5,24.2,33.9,11.0,4.87,35.28
1993-07-06,0.00,15.3,25.4,35.4,12.3,5.87,35.48
1993-07-07,0.00,15.6,25.4,35.3,12.8,5.41,37.21
1993-07-08,0.00,15.3,25.1,34.9,12.7,5.56,33.83
1993-07-09,0.00,15.8,25.1,34.4,12.9,5.77,31.58
1993-07-10,0.00,15.7,25.0,34.2,12.0,6.39,31.40
1993-07-11,0.00,16.1,25.3,34.5,12.5,4.77,34.94
1993-07-12,0.00,15.4,25.0,34.6,12.3,4.71,36.28
1993-07-13,0.00,14.7,24.0,33.3,9.6,6.18,36.50
1993-07-14,0.00,14.1,22.9,31.6,9.5,5.04,33.64
1993-07-15,0.00,13.2,21.6,30.0,8.5,4.25,29.57
1993-07-16,0.00,12.6,21.2,29.8,8.0,3.93,29.54
1993-07-17,0.00,13.2,22.0,30.9,8.3,5.61,28.54
1993-07-18,0.00,13.0,22.5,31.9,8.8,4.94,30.73
1993-07-19,0.00,13.5,22.6,31.6,9.9,5.48,31.39
1993-07-20,0.00,13.7,21.9,30.2,9.4,5.34,26.88
1993-07-21,0.00,13.5,21.8,30.1,9.3,5.08,27.43
1993-07-22,0.00,15.0,23.0,31.1,9.6,3.89,29.36
1993-07-23,0.00,18.4,25.2,31.9,12.9,7.81,28.33
1993-07-24,0.00,16.9,25.2,33.5,12.4,6.12,31.91
1993-07-25,0.00,16.1,24.8,33.6,12.0,6.68,35.09
1993-07-26,0.00,14.3,23.8,33.3,11.6,5.09,30.00
1993-07-27,0.00,14.5,23.7,33.0,11.9,4.24,33.51
1993-07-28,0.00,13.1,22.6,32.0,11.6,3.84,27.95
1993-07-29,0.00,13.2,21.7,30.3,10.3,4.12,25.91
1993-07-30,0.00,12.7,22.0,31.3,9.9,3.74,23.70
1993-07-31,0.00,14.5,24.7,34.9,11.0,3.44,37.12
1993-08-01,0.00,16.1,28.1,40.1,11.9,4.99,52.25
1993-08-02,0.00,18.0,29.1,40.2,13.1,6.99,56.79
1993-08-03,0.00,17.5,28.1,38.7,13.9,7.44,47.03
1993-08-04,0.00,16.3,26.5,36.7,10.2,7.03,44.14
1993-08-05,0.00,15.8,25.5,35.2,10.7,4.44,36.23
1993-08-06,0.00,14.8,24.9,35.0,11.0,4.16,38.09
1993-08-07,0.00,15.1,24.1,33.1,10.7,5.38,36.37
1993-08-08,0.00,12.5,21.5,30.5,10.2,4.10,26.88
1993-08-09,0.00,11.9,21.3,30.7,8.4,3.52,29.63
1993-08-10,0.00,11.2,21.0,30.8,7.3,4.06,33.11
1993-08-11,0.00,11.0,19.6,28.3,8.2,3.43,24.86
1993-08-12,0.00,11.6,20.3,28.9,9.5,2.93,21.74
1993-08-13,0.00,13.0,22.0,31.0,9.5,3.50,29.79
1993-08-14,0.00,13.2,21.8,30.3,10.6,4.13,28.40
1993-08-15,0.00,13.3,21.0,28.8,9.8,3.89,25.29
1993-08-16,0.00,11.7,20.1,28.4,9.0,3.51,22.66
1993-08-17,0.00,11.5,20.7,29.9,8.0,2.43,29.07
1993-08-18,0.00,13.1,22.5,31.9,8.8,4.63,33.80
1993-08-19,0.00,13.3,22.6,31.9,10.2,4.62,33.52
1993-08-20,0.00,13.1,20.3,27.5,9.9,4.62,21.38
1993-08-21,0.00,12.8,21.5,30.3,9.8,3.75,23.00
1993-08-22,0.00,13.8,24.2,34.7,10.5,4.40,38.32
1993-08-23,0.00,15.3,25.3,35.2,11.0,6.79,38.15
1993-08-24,0.00,14.4,24.1,33.9,10.2,6.47,38.39
1993-08-25,0.00,12.8,22.7,32.6,6.9,6.78,33.73
1993-08-26,0.00,11.4,22.1,32.8,4.4,5.24,35.84
1993-08-27,0.00,12.5,23.6,34.8,5.2,6.82,41.91
1993-08-28,0.00,12.8,24.3,35.9,6.5,7.00,47.27
1993-08-29,0.00,13.1,24.1,35.2,7.8,7.16,43.56
1993-08-30,0.00,12.3,22.4,32.6,7.5,5.07,36.62
1993-08-31,0.00,11.8,21.1,30.4,8.9,3.30,23.80
1993-09-01,0.00,12.7,22.4,32.1,9.2,3.50,25.67
1993-09-02,0.00,14.9,25.4,35.9,9.3,5.64,36.41
1993-09-03,0.00,15.5,26.0,36.4,9.4,8.22,40.78
1993-09-04,0.00,16.0,26.0,36.1,10.3,9.43,41.90
1993-09-05,0.00,12.7,23.0,33.4,10.3,4.47,35.46
1993-09-06,0.00,11.9,21.5,31.2,8.6,4.58,24.87
1993-09-07,0.00,11.6,21.8,31.9,9.1,3.54,25.38
1993-09-08,0.00,12.5,23.7,34.9,8.2,4.12,37.02
1993-09-09,0.00,13.2,24.8,36.5,8.3,6.79,43.48
1993-09-10,0.00,13.6,25.2,36.7,9.8,5.75,43.97
1993-09-11,0.00,14.4,25.0,35.5,10.2,5.90,41.38
1993-09-12,0.00,13.2,23.2,33.2,8.7,6.14,31.94
1993-09-13,0.00,13.3,22.9,32.4,4.2,6.09,33.12
1993-09-14,0.00,10.0,20.4,30.8,2.4,5.98,35.82
1993-09-15,0.00,8.9,17.8,26.7,6.3,3.05,19.84
1993-09-16,0.00,7.5,16.6,25.8,6.8,2.06,19.17
1993-09-17,0.00,8.7,16.5,24.3,6.8,2.86,17.47
1993-09-18,0.00,8.2,16.7,25.3,6.9,2.63,16.46
1993-09-19,0.00,8.4,17.6,26.8,7.3,2.66,19.91
1993-09-20,0.00,8.8,18.6,28.4,5.9,3.29,24.03
1993-09-21,0.00,9.1,19.2,29.3,5.7,4.23,27.25
1993-09-22,0.00,8.5,18.8,29.1,5.0,4.27,25.95
1993-09-23,0.00,7.9,18.9,29.8,4.0,4.02,25.61
1993-09-24,0.00,9.0,20.1,31.1,1.3,5.51,31.87
1993-09-25,0.00,8.0,20.4,32.7,1.0,6.04,35.47
1993-09-26,0.00,8.6,21.0,33.4,2.1,5.79,38.19
1993-09-27,0.00,9.4,22.0,34.5,3.8,5.30,37.20
1993-09-28,0.00,10.7,22.8,34.8,4.2,6.04,42.17
1993-09-29,0.00,11.5,23.4,35.2,5.0,6.36,40.22
1993-09-30,0.00,12.2,24.0,35.8,4.5,7.50,44.31
1993-10-01,0.00,13.1,23.9,34.8,8.2,6.06,38.38
1993-10-02,0.00,13.4,24.2,34.9,10.1,5.04,40.06
1993-10-03,0.00,12.6,23.4,34.2,9.2,5.07,35.52
1993-10-04,0.18,12.4,22.8,33.2,9.2,3.38,30.88
1993-10-05,2.43,10.7,16.2,21.8,10.0,1.63,9.30
1993-10-06,0.00,10.5,16.5,22.4,9.1,2.22,9.44
1993-10-07,0.00,9.8,17.4,25.0,9.4,2.31,16.32
1993-10-08,0.00,9.7,18.0,26.4,6.9,1.86,22.87
1993-10-09,0.00,11.7,18.7,25.7,2.5,4.88,24.90
1993-10-10,3.75,13.4,18.0,22.6,5.4,5.30,19.24
1993-10-11,3.28,12.6,16.4,20.1,10.0,3.01,9.67
1993-10-12,0.05,10.3,15.2,20.1,10.3,2.04,7.89
1993-10-13,0.00,9.6,16.4,23.2,9.5,1.31,14.60
1993-10-14,2.48,10.4,16.4,22.4,9.3,1.90,14.06
1993-10-15,2.92,11.6,15.7,19.7,10.9,2.03,6.60
1993-10-16,3.88,10.1,14.8,19.6,10.2,1.83,9.78
1993-10-17,0.01,8.0,14.4,20.8,8.2,1.60,10.67
1993-10-18,0.00,5.7,13.8,22.0,5.0,1.18,15.87
1993-10-19,0.00,7.0,15.7,24.4,4.1,2.30,20.82
1993-10-20,0.00,6.4,15.8,25.3,5.0,1.50,21.70
1993-10-21,0.00,8.0,16.6,25.2,6.7,2.09,19.99
1993-10-22,0.00,7.1,16.5,25.9,6.6,2.22,19.86
1993-10-23,0.00,6.8,17.0,27.2,5.0,2.30,26.38
1993-10-24,0.00,7.2,17.4,27.6,5.2,2.35,26.19
1993-10-25,0.00,8.4,18.6,28.7,4.6,3.29,28.25
1993-10-26,0.00,10.8,20.4,30.1,1.6,6.34,33.54
1993-10-27,0.00,13.1,21.7,30.3,-2.1,11.41,36.62
1993-10-28,0.00,8.0,18.4,28.8,-2.9,5.91,33.39
1993-10-29,0.00,7.8,18.0,28.3,1.8,4.07,26.24
1993-10-30,0.00,9.0,18.4,27.8,3.5,6.08,27.93
1993-10-31,0.00,7.3,17.1,27.0,4.5,3.28,26.55
1993-11-01,0.00,6.8,16.2,25.5,4.7,2.05,20.50
1993-11-02,0.00,6.8,16.3,25.7,-3.6,6.46,25.70
1993-11-03,0.00,3.5,14.7,26.0,-3.7,3.88,28.11
1993-11-04,0.00,4.2,15.5,26.9,-0.7,2.97,26.86
1993-11-05,0.00,5.5,15.8,26.1,-2.2,3.56,27.14
1993-11-06,0.00,7.7,16.8,25.8,-6.4,7.53,29.91
1993-11-07,0.00,2.5,13.3,24.1,-4.2,2.77,24.86
1993-11-08,0.00,2.4,13.1,23.8,-1.8,2.38,21.84
1993-11-09,0.00,3.1,12.3,21.6,-0.6,2.32,19.38
1993-11-10,0.08,4.7,11.3,17.8,2.8,1.44,11.82
1993-11-11,12.06,5.7,10.5,15.3,7.0,0.84,4.73
1993-11-12,0.89,4.5,10.0,15.6,4.7,0.82,6.40
1993-11-13,0.00,2.9,10.2,17.6,1.5,0.76,10.99
1993-11-14,0.00,3.3,10.4,17.5,-2.7,2.91,13.62
1993-11-15,0.00,1.7,10.0,18.3,-7.9,4.18,16.04
1993-11-16,0.00,-1.1,8.3,17.7,-4.9,1.54,15.65
1993-11-17,0.00,-1.1,7.5,16.1,-1.2,0.43,11.89
1993-11-18,0.00,0.5,8.0,15.5,2.0,0.81,7.93
1993-11-19,0.00,0.6,8.7,16.9,-1.2,1.55,11.46
1993-11-20,0.00,-1.0,8.6,18.2,-4.9,2.54,15.61
1993-11-21,0.00,-0.9,8.6,18.0,-3.7,1.26,14.41
1993-11-22,0.04,1.5,7.3,13.1,-0.1,1.29,6.61
1993-11-23,0.00,-1.0,6.0,13.1,0.2,0.74,8.26
1993-11-24,0.00,-3.0,5.7,14.4,-6.7,1.05,11.89
1993-11-25,0.00,-2.8,5.9,14.6,-11.9,2.20,13.17
1993-11-26,0.00,-1.2,7.2,15.6,-9.3,2.42,12.58
1993-11-27,0.00,0.9,8.4,15.8,-7.0,3.15,14.73
1993-11-28,0.79,3.6,8.9,14.1,-4.1,2.74,11.75
1993-11-29,24.65,5.5,8.7,11.9,3.8,1.29,6.18
1993-11-30,15.23,4.0,8.0,12.0,7.1,0.37,1.41
1993-12-01,0.00,1.3,7.2,13.1,1.3,1.15,8.76
1993-12-02,0.00,2.3,8.8,15.4,3.5,0.99,7.02
1993-12-03,0.00,2.2,9.5,16.7,0.3,1.85,12.90
1993-12-04,0.00,3.5,10.4,17.4,2.9,2.21,11.02
1993-12-05,0.00,1.1,8.0,15.0,2.3,1.25,8.89
1993-12-06,0.00,-0.2,6.5,13.1,0.2,0.64,8.12
1993-12-07,0.60,3.0,7.2,11.3,3.3,0.73,5.24
1993-12-08,8.53,6.5,9.2,11.9,5.6,1.89,4.63
1993-12-09,5.78,7.0,9.7,12.4,7.6,1.14,3.93
1993-12-10,0.55,7.9,11.0,14.0,8.4,1.71,4.10
1993-12-11,4.92,8.1,10.5,12.8,7.8,2.30,5.64
1993-12-12,8.55,0.8,6.3,11.8,3.7,0.77,4.65
1993-12-13,0.00,1.7,6.6,11.5,0.9,1.20,5.97
1993-12-14,20.98,2.0,6.5,11.0,3.5,1.08,5.67
1993-12-15,2.50,0.5,5.7,10.8,3.2,0.94,4.78
1993-12-16,0.00,-1.2,5.1,11.4,0.3,0.82,6.65
