FID,FID_1,ID,Shape_Leng,Shape_Area,slp_mean,slp_median,slp_range,FID_2,OBJECTID,CLASSIFICA,Shape_Ar_1,POLY_AREA,PERIMETER,PART_COUNT
219,433,0,24.67094945,38.76339104,24.7746119,24.485672,8.252407074,1,4,3c,324801.6195,751225.5912,18486.84349,4
220,456,0,33.56426219,60.66631074,25.36235373,25.6084156,21.25412846,1,4,3c,324801.6195,751225.5912,18486.84349,4
221,473,0,20.54111764,24.27059121,26.15587632,27.64073086,15.14996338,1,4,3c,324801.6195,751225.5912,18486.84349,4
222,474,0,9.965375744,6.7973306,32.53493156,31.85518074,3.267345428,1,4,3c,324801.6195,751225.5912,18486.84349,4
223,475,0,12.6530529,10.75826084,26.49056641,27.17503643,16.05843163,1,4,3c,324801.6195,751225.5912,18486.84349,4
224,492,0,5.083201516,1.81990365,36.15111732,36.15111732,2.432071686,1,4,3c,324801.6195,751225.5912,18486.84349,4
225,493,0,10.37518155,6.85698043,30.94054549,30.84293938,3.61696434,1,4,3c,324801.6195,751225.5912,18486.84349,4
226,494,0,5.771969617,2.269770391,36.91111374,37.02350616,2.89320755,1,4,3c,324801.6195,751225.5912,18486.84349,4
227,495,0,15.27786004,17.32098425,29.93887782,29.21363258,6.361925125,1,4,3c,324801.6195,751225.5912,18486.84349,4
228,496,0,12.82974374,10.40801089,41.06182365,41.3471756,6.928833008,1,4,3c,324801.6195,751225.5912,18486.84349,4
229,497,0,10.16614895,7.005152081,23.02618517,22.60818863,10.83375931,1,4,3c,324801.6195,751225.5912,18486.84349,4
230,551,0,24.94553291,38.83899607,25.56558487,25.44028091,4.682214737,1,4,3c,324801.6195,751225.5912,18486.84349,4
231,0,1,10.43579416,7.182686851,37.20046139,36.82370186,3.382946014,2,2,3a,1102665.444,1151723.172,11123.59807,2
232,1,2,9.807329372,6.07739121,36.35020065,37.01290512,9.566484451,2,2,3a,1102665.444,1151723.172,11123.59807,2
233,2,3,6.930537193,3.056129987,32.3699832,32.44924164,2.108995438,2,2,3a,1102665.444,1151723.172,11123.59807,2
234,3,4,6.304385099,2.275493626,38.61638006,38.35840988,1.862762451,2,2,3a,1102665.444,1151723.172,11123.59807,2
235,4,5,12.12152598,9.666515353,35.86397447,37.02972031,16.18198967,2,2,3a,1102665.444,1151723.172,11123.59807,2
236,5,6,8.827562599,4.950828248,31.31658999,32.8731842,5.101057053,2,2,3a,1102665.444,1151723.172,11123.59807,2
237,6,7,26.9250812,45.3133659,27.71775395,27.93170452,6.57925415,2,2,3a,1102665.444,1151723.172,11123.59807,2
238,7,8,8.823002942,4.504620506,30.37201691,30.22988796,1.921873093,2,2,3a,1102665.444,1151723.172,11123.59807,2
239,8,9,5.758371889,2.29433755,28.90458298,28.90458298,3.241722107,2,2,3a,1102665.444,1151723.172,11123.59807,2
240,9,10,9.760820401,5.562227026,30.01893654,29.94786835,5.110206604,2,2,3a,1102665.444,1151723.172,11123.59807,2
241,10,11,6.958123929,3.406193355,34.97959709,34.698349,1.699333191,2,2,3a,1102665.444,1151723.172,11123.59807,2
242,11,12,11.35320927,8.021763797,38.84480328,39.09579849,6.041454315,2,2,3a,1102665.444,1151723.172,11123.59807,2
243,12,13,13.62215547,9.932697072,26.63471667,26.25962353,5.247470856,2,2,3a,1102665.444,1151723.172,11123.59807,2
244,13,14,9.345840307,6.017751415,40.91541163,41.29500961,3.012561798,2,2,3a,1102665.444,1151723.172,11123.59807,2
245,18,19,11.18523024,8.423732534,35.71738328,36.5450592,13.87504005,2,2,3a,1102665.444,1151723.172,11123.59807,2
246,19,20,8.845951651,5.667592369,30.6738412,30.22847557,5.379322052,2,2,3a,1102665.444,1151723.172,11123.59807,2
247,20,21,6.546086373,2.987942754,34.7306277,34.85813141,2.3399086,2,2,3a,1102665.444,1151723.172,11123.59807,2
248,21,22,5.190657651,1.80033865,37.46543479,37.18883133,3.42332077,2,2,3a,1102665.444,1151723.172,11123.59807,2
249,45,46,10.0774869,6.93176537,38.86316681,40.13671494,10.99932098,2,2,3a,1102665.444,1151723.172,11123.59807,2
250,46,47,7.635281708,3.86923459,42.75136058,43.38066101,3.198928833,2,2,3a,1102665.444,1151723.172,11123.59807,2
251,47,48,8.736134649,4.83501418,33.72577667,33.8351841,6.449176788,2,2,3a,1102665.444,1151723.172,11123.59807,2
252,56,57,12.16311764,8.435538852,34.40796555,34.53976822,4.590276718,2,2,3a,1102665.444,1151723.172,11123.59807,2
253,320,0,10.84227235,6.304726762,40.54045922,40.71812439,5.224494934,2,2,3a,1102665.444,1151723.172,11123.59807,2
254,386,0,22.96604402,23.04529052,33.29243255,33.0154686,17.56557083,2,2,3a,1102665.444,1151723.172,11123.59807,2
255,387,0,7.16061875,3.387215809,35.60916011,36.48225403,5.927753448,2,2,3a,1102665.444,1151723.172,11123.59807,2
256,388,0,49.99284118,149.8297638,28.60844447,28.0667429,29.56991768,2,2,3a,1102665.444,1151723.172,11123.59807,2
257,389,0,11.17424579,8.994619427,36.25266571,37.15532494,9.613689423,2,2,3a,1102665.444,1151723.172,11123.59807,2
258,390,0,42.69725801,115.9850681,29.07134001,28.24840832,17.2665596,2,2,3a,1102665.444,1151723.172,11123.59807,2
259,391,0,6.386255865,2.91493081,37.34406281,37.92373085,4.526424408,2,2,3a,1102665.444,1151723.172,11123.59807,2
260,392,0,18.76189155,21.48911508,29.12782155,28.70835686,11.0024147,2,2,3a,1102665.444,1151723.172,11123.59807,2
261,393,0,3.724950342,0.939955219,45.13622237,44.76759529,2.265312195,2,2,3a,1102665.444,1151723.172,11123.59807,2
262,401,0,42.34139773,80.29915321,24.92734468,24.83795261,10.48869705,2,2,3a,1102665.444,1151723.172,11123.59807,2
263,403,0,7.497589896,2.732960132,33.6212635,33.6212635,5.616352081,2,2,3a,1102665.444,1151723.172,11123.59807,2
264,430,0,10.18788358,7.196351852,26.99500983,26.96300507,7.756700516,2,2,3a,1102665.444,1151723.172,11123.59807,2
265,431,0,14.17865734,8.579140713,30.77361894,30.42755508,2.778697968,2,2,3a,1102665.444,1151723.172,11123.59807,2
266,432,0,18.83555738,14.30847445,35.02380821,34.30701256,8.854639053,2,2,3a,1102665.444,1151723.172,11123.59807,2
267,501,0,8.455779676,4.763089756,33.7070837,34.13125706,7.655721664,2,2,3a,1102665.444,1151723.172,11123.59807,2
268,502,0,7.871839635,4.27953805,29.02458954,29.14904881,2.217477798,2,2,3a,1102665.444,1151723.172,11123.59807,2
269,118,120,9.361258743,5.505524964,34.0959816,34.03902245,2.969959259,3,7,2c,1434340.438,4408542.435,32375.82843,9
270,119,121,16.21421145,11.83312737,39.90697919,40.19665146,9.779369354,3,7,2c,1434340.438,4408542.435,32375.82843,9
271,120,122,7.56429534,4.04250287,39.32853413,40.22375488,12.00761795,3,7,2c,1434340.438,4408542.435,32375.82843,9
272,121,123,9.144027627,5.405503468,26.35114899,27.38411522,6.170322418,3,7,2c,1434340.438,4408542.435,32375.82843,9
273,122,124,26.96718097,25.99884624,32.01370731,34.89196777,28.7215023,3,7,2c,1434340.438,4408542.435,32375.82843,9
274,123,128,10.92986379,7.91426335,29.30711818,29.33911514,15.69769669,3,7,2c,1434340.438,4408542.435,32375.82843,9
275,124,125,25.84033084,28.32276918,38.6112299,37.86893463,8.080360413,3,7,2c,1434340.438,4408542.435,32375.82843,9
276,125,126,17.41670688,16.4362802,34.95216906,34.87711143,9.669010162,3,7,2c,1434340.438,4408542.435,32375.82843,9
277,126,127,8.359183986,4.647463932,35.66747665,35.58253098,6.312980652,3,7,2c,1434340.438,4408542.435,32375.82843,9
278,128,130,12.36225948,10.61303281,28.63904591,29.59667397,9.575696945,3,7,2c,1434340.438,4408542.435,32375.82843,9
279,129,131,10.61841757,6.803266124,27.83828036,28.09700584,9.155138016,3,7,2c,1434340.438,4408542.435,32375.82843,9
280,130,132,41.46308678,64.45266439,25.93943012,25.72292042,6.434099197,3,7,2c,1434340.438,4408542.435,32375.82843,9
281,131,133,33.9338435,64.01777999,27.99894262,28.40803146,18.78057671,3,7,2c,1434340.438,4408542.435,32375.82843,9
282,132,134,16.10777936,13.95083888,32.83760221,32.34571075,13.05817795,3,7,2c,1434340.438,4408542.435,32375.82843,9
283,133,135,6.36181364,2.387531733,36.43287786,39.58677292,9.502380371,3,7,2c,1434340.438,4408542.435,32375.82843,9
284,134,136,7.884579621,4.214363766,35.72318039,36.00711823,2.080623627,3,7,2c,1434340.438,4408542.435,32375.82843,9
285,135,137,39.33094988,69.98273722,29.25148002,29.27058506,8.083158493,3,7,2c,1434340.438,4408542.435,32375.82843,9
286,169,181,46.43890798,138.8111145,21.30338538,22.18924904,12.94887447,3,7,2c,1434340.438,4408542.435,32375.82843,9
287,195,507,53.03704852,172.4245667,20.02812455,15.69612122,26.88480663,3,7,2c,1434340.438,4408542.435,32375.82843,9
288,196,508,8.62458769,5.261575252,29.19218763,29.44963646,4.861587524,3,7,2c,1434340.438,4408542.435,32375.82843,9
289,197,509,9.540751708,6.383733729,30.93477599,30.82987404,2.814699173,3,7,2c,1434340.438,4408542.435,32375.82843,9
290,215,514,18.46581694,22.84921517,27.61061096,27.79808235,13.29960442,3,7,2c,1434340.438,4408542.435,32375.82843,9
291,220,519,13.01659714,10.95692015,25.6776123,26.57859802,9.561197281,3,7,2c,1434340.438,4408542.435,32375.82843,9
292,221,520,21.13210617,29.03686593,27.18736701,27.54885292,8.688816071,3,7,2c,1434340.438,4408542.435,32375.82843,9
293,222,521,27.15178545,45.65984292,22.45404129,20.52416897,26.72937775,3,7,2c,1434340.438,4408542.435,32375.82843,9
294,238,0,9.914845447,6.571646394,32.26524321,33.01347923,2.965948105,3,7,2c,1434340.438,4408542.435,32375.82843,9
295,239,0,5.997130646,2.582282465,31.24608207,31.19985962,13.2479496,3,7,2c,1434340.438,4408542.435,32375.82843,9
296,244,0,20.8455415,23.6285282,24.89899905,24.74852562,20.08949375,3,7,2c,1434340.438,4408542.435,32375.82843,9
297,245,0,12.71115621,8.50220272,28.69646525,28.95927906,6.808797836,3,7,2c,1434340.438,4408542.435,32375.82843,9
298,246,0,23.84095574,34.13819931,26.30565476,26.43403053,6.823858261,3,7,2c,1434340.438,4408542.435,32375.82843,9
299,247,0,8.731393977,5.063361638,32.30563164,33.50159073,5.884914398,3,7,2c,1434340.438,4408542.435,32375.82843,9
300,248,0,10.25486,5.690228911,25.19060834,25.19262981,5.483570099,3,7,2c,1434340.438,4408542.435,32375.82843,9
301,249,0,7.838784663,3.175231894,21.21914768,21.21914768,6.044534683,3,7,2c,1434340.438,4408542.435,32375.82843,9
302,252,0,14.71159741,15.14576677,19.30937513,19.63045311,4.316255569,3,7,2c,1434340.438,4408542.435,32375.82843,9
303,253,0,24.1960946,34.06919363,21.45105129,21.3729744,8.021476746,3,7,2c,1434340.438,4408542.435,32375.82843,9
304,255,0,8.511817965,5.046593051,32.91052628,32.59295273,2.185138702,3,7,2c,1434340.438,4408542.435,32375.82843,9
305,256,0,11.01207335,8.812512535,40.85711161,41.53171158,12.43569183,3,7,2c,1434340.438,4408542.435,32375.82843,9
306,257,0,47.98267788,77.92754052,26.9622525,24.4726181,28.39367485,3,7,2c,1434340.438,4408542.435,32375.82843,9
307,262,0,17.74708722,20.96790108,36.49668394,36.50022125,7.841098785,3,7,2c,1434340.438,4408542.435,32375.82843,9
308,263,0,24.93868494,40.10628391,36.08654534,35.70373154,11.96851158,3,7,2c,1434340.438,4408542.435,32375.82843,9
309,268,0,7.542341795,3.614421411,40.55707169,39.96884155,2.091411591,3,7,2c,1434340.438,4408542.435,32375.82843,9
310,269,0,14.16924429,12.54031809,30.98742646,30.3480854,11.03353691,3,7,2c,1434340.438,4408542.435,32375.82843,9
311,270,0,20.86665601,26.21124673,39.35682814,39.5360508,8.436794281,3,7,2c,1434340.438,4408542.435,32375.82843,9
312,272,0,13.80206155,13.57827867,31.79108445,31.88447762,4.885215759,3,7,2c,1434340.438,4408542.435,32375.82843,9
313,273,0,13.52507056,13.20688628,42.07716898,42.64199066,8.577945709,3,7,2c,1434340.438,4408542.435,32375.82843,9
314,274,0,20.44590165,23.67684954,39.30843384,39.95389938,5.719707489,3,7,2c,1434340.438,4408542.435,32375.82843,9
315,275,0,11.25916806,6.255633049,34.10291481,34.18420029,1.754505157,3,7,2c,1434340.438,4408542.435,32375.82843,9
316,276,0,5.986588708,2.428024894,39.22398097,39.28899384,6.732460022,3,7,2c,1434340.438,4408542.435,32375.82843,9
317,277,0,8.842624202,4.831607596,31.54639587,32.33286285,15.09953308,3,7,2c,1434340.438,4408542.435,32375.82843,9
318,278,0,5.402286018,1.818502336,28.72368145,28.72368145,3.852296829,3,7,2c,1434340.438,4408542.435,32375.82843,9
319,279,0,17.39698852,18.7504309,30.66865635,30.57723522,4.446186066,3,7,2c,1434340.438,4408542.435,32375.82843,9
320,280,0,5.003567689,1.42352922,22.45177269,22.45177269,10.28515244,3,7,2c,1434340.438,4408542.435,32375.82843,9
321,281,0,5.135146252,1.67342752,26.6286024,25.02982712,19.16457176,3,7,2c,1434340.438,4408542.435,32375.82843,9
322,282,0,6.508971224,2.808575014,30.61713854,28.54650688,6.402626038,3,7,2c,1434340.438,4408542.435,32375.82843,9
323,283,0,8.356027895,4.88816088,25.95915222,25.84307289,13.10903168,3,7,2c,1434340.438,4408542.435,32375.82843,9
324,284,0,6.750161714,3.24197087,32.11717033,31.98875332,7.81278801,3,7,2c,1434340.438,4408542.435,32375.82843,9
325,285,0,7.70693249,3.698975608,29.72022486,29.6666069,1.010686874,3,7,2c,1434340.438,4408542.435,32375.82843,9
326,286,0,28.3523837,51.36590517,40.50500706,40.68658066,6.828998566,3,7,2c,1434340.438,4408542.435,32375.82843,9
327,287,0,8.77702239,5.409794446,29.22425346,29.38122559,9.829223633,3,7,2c,1434340.438,4408542.435,32375.82843,9
328,288,0,7.552230516,3.787400204,34.2374026,35.26241684,4.984100342,3,7,2c,1434340.438,4408542.435,32375.82843,9
329,289,0,9.513257003,5.725473036,33.67307129,35.09827423,9.57452774,3,7,2c,1434340.438,4408542.435,32375.82843,9
330,290,0,8.214389855,4.531723361,36.99567337,38.56848526,17.07168961,3,7,2c,1434340.438,4408542.435,32375.82843,9
331,291,0,11.15111171,6.876968077,37.42735563,38.42795181,5.358512878,3,7,2c,1434340.438,4408542.435,32375.82843,9
332,292,0,5.841050982,2.399847037,31.47349453,31.47349453,1.852357864,3,7,2c,1434340.438,4408542.435,32375.82843,9
333,293,0,28.77467935,40.54945959,26.83365817,27.28029728,9.628767014,3,7,2c,1434340.438,4408542.435,32375.82843,9
334,294,0,6.890418247,3.124429085,36.97379017,37.38277626,3.994720459,3,7,2c,1434340.438,4408542.435,32375.82843,9
335,295,0,7.417975186,3.722050737,37.60279592,38.04824448,5.692394257,3,7,2c,1434340.438,4408542.435,32375.82843,9
336,296,0,4.701878426,1.54080598,34.035882,34.035882,7.059362411,3,7,2c,1434340.438,4408542.435,32375.82843,9
337,306,0,6.67272703,3.15067697,42.90780385,42.86552429,0.709793091,3,7,2c,1434340.438,4408542.435,32375.82843,9
338,307,0,6.55973683,3.009947517,33.34904607,33.52422714,1.255905151,3,7,2c,1434340.438,4408542.435,32375.82843,9
339,311,0,3.981964897,0.983200135,14.63785527,14.64521933,0.648789406,3,7,2c,1434340.438,4408542.435,32375.82843,9
340,315,0,13.07682911,11.02345338,29.27283512,29.79052353,6.479286194,3,7,2c,1434340.438,4408542.435,32375.82843,9
341,316,0,10.88352051,7.174124165,29.4389643,30.55715942,5.614393234,3,7,2c,1434340.438,4408542.435,32375.82843,9
342,317,0,7.994229487,4.245199015,32.21799024,32.33625031,1.590246201,3,7,2c,1434340.438,4408542.435,32375.82843,9
343,319,0,23.15889911,37.78093334,44.66521374,45.33719063,11.96754456,3,7,2c,1434340.438,4408542.435,32375.82843,9
344,321,0,26.18457146,34.8088779,24.39592911,24.24133968,8.468648911,3,7,2c,1434340.438,4408542.435,32375.82843,9
345,322,0,7.165776634,3.711761781,42.96231365,43.08925438,2.950576782,3,7,2c,1434340.438,4408542.435,32375.82843,9
346,323,0,4.978382451,1.627068934,38.62118149,38.62118149,1.6873703,3,7,2c,1434340.438,4408542.435,32375.82843,9
347,324,0,13.3261143,10.92990817,43.28183492,42.42749023,17.5829277,3,7,2c,1434340.438,4408542.435,32375.82843,9
348,325,0,10.86622379,8.495560932,36.09946322,35.88021278,9.648202896,3,7,2c,1434340.438,4408542.435,32375.82843,9
349,326,0,23.95348466,26.81827677,39.72515994,40.15587044,16.68677902,3,7,2c,1434340.438,4408542.435,32375.82843,9
350,327,0,16.10051883,17.54276342,41.28293673,41.1823101,6.930957794,3,7,2c,1434340.438,4408542.435,32375.82843,9
351,328,0,15.51460315,16.92170853,41.66497779,42.27842903,6.457836151,3,7,2c,1434340.438,4408542.435,32375.82843,9
352,329,0,48.88577246,157.7532534,40.9230232,40.80361938,12.28577423,3,7,2c,1434340.438,4408542.435,32375.82843,9
353,330,0,40.74711621,79.10531981,36.16439712,35.92861938,8.474342346,3,7,2c,1434340.438,4408542.435,32375.82843,9
354,331,0,52.29292745,141.3663348,39.48850407,39.73625946,15.19268799,3,7,2c,1434340.438,4408542.435,32375.82843,9
355,332,0,35.32388267,58.07544652,39.67125218,40.65780449,14.13928032,3,7,2c,1434340.438,4408542.435,32375.82843,9
356,333,0,20.16649618,21.96427595,43.43577648,44.13538742,15.1252861,3,7,2c,1434340.438,4408542.435,32375.82843,9
357,338,0,14.65917158,14.36801304,41.45904378,42.55042839,14.45675659,3,7,2c,1434340.438,4408542.435,32375.82843,9
358,343,0,14.19712284,15.25540475,27.65990626,27.57392311,2.837911606,3,7,2c,1434340.438,4408542.435,32375.82843,9
359,344,0,8.346652558,4.51641627,30.93293533,31.17864799,3.182506561,3,7,2c,1434340.438,4408542.435,32375.82843,9
360,345,0,6.966415739,3.070615526,36.77646128,36.92992783,0.722652435,3,7,2c,1434340.438,4408542.435,32375.82843,9
361,346,0,15.42181108,15.66640786,32.86563746,33.14949417,6.001146317,3,7,2c,1434340.438,4408542.435,32375.82843,9
362,347,0,16.65122651,12.08363229,33.40812476,33.90338135,11.58335876,3,7,2c,1434340.438,4408542.435,32375.82843,9
363,348,0,33.56156489,59.97204071,33.42659197,32.46323204,12.48419952,3,7,2c,1434340.438,4408542.435,32375.82843,9
364,349,0,16.4761199,17.66996795,34.52842278,35.24694061,10.32832909,3,7,2c,1434340.438,4408542.435,32375.82843,9
365,350,0,30.5536447,60.67596086,42.10075973,42.17520523,12.7792778,3,7,2c,1434340.438,4408542.435,32375.82843,9
366,355,0,24.79988148,38.9480575,40.66136822,40.01444435,9.129249573,3,7,2c,1434340.438,4408542.435,32375.82843,9
367,358,0,8.729636254,5.640852467,44.9942627,43.91950607,8.898231506,3,7,2c,1434340.438,4408542.435,32375.82843,9
368,359,0,13.5153144,12.56236,43.46199131,43.83233261,3.941631317,3,7,2c,1434340.438,4408542.435,32375.82843,9
369,360,0,11.35255107,8.037554724,44.06563738,43.5911293,8.078777313,3,7,2c,1434340.438,4408542.435,32375.82843,9
370,361,0,10.45017588,7.631917762,30.62360732,30.53242207,1.458263397,3,7,2c,1434340.438,4408542.435,32375.82843,9
371,362,0,11.58222104,9.21027912,37.38032636,37.57622147,7.747756958,3,7,2c,1434340.438,4408542.435,32375.82843,9
372,507,0,15.38068499,15.64805875,45.47101855,46.31009293,14.02684784,3,7,2c,1434340.438,4408542.435,32375.82843,9
373,510,0,18.86838681,23.58362637,39.22800899,42.1124382,23.91754532,3,7,2c,1434340.438,4408542.435,32375.82843,9
374,511,0,16.0610583,17.32294585,31.51428668,32.67984962,13.49991035,3,7,2c,1434340.438,4408542.435,32375.82843,9
375,512,0,7.546224312,3.898407657,26.10937738,26.25978374,3.733348846,3,7,2c,1434340.438,4408542.435,32375.82843,9
376,513,0,10.18512103,6.789783138,29.79417076,29.76353836,4.75438118,3,7,2c,1434340.438,4408542.435,32375.82843,9
377,514,0,14.09172535,11.92630685,31.96289635,33.01092148,8.929130554,3,7,2c,1434340.438,4408542.435,32375.82843,9
378,539,0,8.883969645,5.238303031,25.72547658,25.9992485,5.157224655,3,7,2c,1434340.438,4408542.435,32375.82843,9
379,540,0,21.98216199,12.92013121,25.51148851,25.69950485,6.337238312,3,7,2c,1434340.438,4408542.435,32375.82843,9
380,545,0,11.76599547,8.837279126,28.4967001,28.78720856,6.455413818,3,7,2c,1434340.438,4408542.435,32375.82843,9
381,548,0,14.14154835,13.32315584,29.42206808,29.34304619,16.62821198,3,7,2c,1434340.438,4408542.435,32375.82843,9
382,554,0,11.69835462,9.495495428,31.62047482,31.25540543,15.57614899,3,7,2c,1434340.438,4408542.435,32375.82843,9
383,93,95,43.53011703,59.1924362,22.97206741,22.93033791,8.627801895,4,6,2b,379045.123,3479219.136,43062.26407,13
384,94,96,12.46812482,8.636475197,24.70869694,25.97678757,13.08220673,4,6,2b,379045.123,3479219.136,43062.26407,13
385,95,97,28.47075798,47.58082913,22.9940862,23.40947533,9.813911438,4,6,2b,379045.123,3479219.136,43062.26407,13
386,96,98,11.16786241,5.754646228,22.9043511,24.21426773,8.044643402,4,6,2b,379045.123,3479219.136,43062.26407,13
387,97,113,5.733087671,2.22897744,26.07061704,26.39532471,4.499063492,4,6,2b,379045.123,3479219.136,43062.26407,13
388,98,99,10.94953249,4.711416687,27.35326118,25.77666855,9.862150192,4,6,2b,379045.123,3479219.136,43062.26407,13
389,99,100,21.04322974,28.68247871,22.80475044,23.00942612,4.084266663,4,6,2b,379045.123,3479219.136,43062.26407,13
390,100,101,13.62997948,9.679829228,25.78685506,25.24550629,5.705051422,4,6,2b,379045.123,3479219.136,43062.26407,13
391,101,102,43.79116274,59.0879946,23.56764773,23.18081379,6.095676422,4,6,2b,379045.123,3479219.136,43062.26407,13
392,102,103,66.65174089,110.6493808,21.32987148,21.17126846,4.398292542,4,6,2b,379045.123,3479219.136,43062.26407,13
393,103,104,37.54711044,65.510561,21.69070303,21.42191124,6.137907028,4,6,2b,379045.123,3479219.136,43062.26407,13
394,104,105,35.67048195,62.6250598,20.80361579,20.84029675,6.087572098,4,6,2b,379045.123,3479219.136,43062.26407,13
395,105,106,20.18996716,15.12759385,22.54060135,22.10504341,4.264928818,4,6,2b,379045.123,3479219.136,43062.26407,13
396,106,107,8.734484802,3.402137386,22.51723417,21.51843071,4.031051636,4,6,2b,379045.123,3479219.136,43062.26407,13
397,107,108,17.33966703,18.69535349,28.22068001,28.64664459,7.716741562,4,6,2b,379045.123,3479219.136,43062.26407,13
398,108,109,18.63745095,12.43105509,23.74727885,23.38738632,9.559602737,4,6,2b,379045.123,3479219.136,43062.26407,13
399,109,110,25.98271538,22.88503658,23.55945613,23.35050964,6.00892067,4,6,2b,379045.123,3479219.136,43062.26407,13
400,110,111,15.55858102,13.6277832,26.9172829,27.29633141,3.58846283,4,6,2b,379045.123,3479219.136,43062.26407,13
401,111,112,8.515373549,5.100820215,32.09139023,31.93169785,3.895898819,4,6,2b,379045.123,3479219.136,43062.26407,13
402,116,118,26.89726837,44.97985493,23.26031363,23.17058754,6.012849808,4,6,2b,379045.123,3479219.136,43062.26407,13
403,117,119,20.24115361,27.78410904,24.85895279,26.02234268,11.09394836,4,6,2b,379045.123,3479219.136,43062.26407,13
404,145,157,24.41852981,29.92978168,28.46852672,28.83358955,7.788633347,4,6,2b,379045.123,3479219.136,43062.26407,13
405,146,158,13.25726899,8.574127599,28.72685787,28.49577522,3.079511642,4,6,2b,379045.123,3479219.136,43062.26407,13
406,147,159,18.28286931,18.74559985,29.75547282,29.93766308,3.509506226,4,6,2b,379045.123,3479219.136,43062.26407,13
407,148,160,20.74793801,23.27391999,33.54393287,33.79219055,13.00583076,4,6,2b,379045.123,3479219.136,43062.26407,13
408,149,161,17.51750579,16.87521284,32.64108598,33.44781113,13.11494827,4,6,2b,379045.123,3479219.136,43062.26407,13
409,150,162,11.95735994,10.3819395,35.828253,35.59353256,4.13759613,4,6,2b,379045.123,3479219.136,43062.26407,13
410,151,163,12.73822193,11.38561319,31.5271433,31.54663849,3.09221077,4,6,2b,379045.123,3479219.136,43062.26407,13
411,152,164,23.01806145,22.50962607,31.08246438,28.68955231,16.14984894,4,6,2b,379045.123,3479219.136,43062.26407,13
412,153,165,11.03537887,8.657908489,31.44438798,31.15494728,1.947917938,4,6,2b,379045.123,3479219.136,43062.26407,13
413,154,166,33.28143305,50.43645137,27.99939091,28.15293026,9.721138,4,6,2b,379045.123,3479219.136,43062.26407,13
414,155,167,18.20703781,22.39187139,28.16083622,27.7779007,11.89815521,4,6,2b,379045.123,3479219.136,43062.26407,13
415,156,168,10.74053638,8.096462323,30.74109793,30.93759251,3.513048172,4,6,2b,379045.123,3479219.136,43062.26407,13
416,157,169,17.94194695,19.29268888,22.49308595,22.18806648,10.88609695,4,6,2b,379045.123,3479219.136,43062.26407,13
417,159,171,15.72108568,12.81004572,37.50789745,39.13286972,18.11754036,4,6,2b,379045.123,3479219.136,43062.26407,13
418,160,172,18.32501244,18.82888303,30.56329288,31.28577137,7.60187149,4,6,2b,379045.123,3479219.136,43062.26407,13
419,161,173,18.77176385,21.37326299,31.11327414,31.34315491,12.772789,4,6,2b,379045.123,3479219.136,43062.26407,13
420,162,174,21.26256232,25.79533336,30.20044541,29.81408596,9.695611954,4,6,2b,379045.123,3479219.136,43062.26407,13
421,163,175,18.8135965,18.35388698,30.63781939,31.43168259,7.684518814,4,6,2b,379045.123,3479219.136,43062.26407,13
422,164,176,11.33281369,9.079503028,25.85201216,25.56840324,3.391572952,4,6,2b,379045.123,3479219.136,43062.26407,13
423,165,177,23.77617509,31.98491429,27.56055516,27.80816746,9.832275391,4,6,2b,379045.123,3479219.136,43062.26407,13
424,166,178,13.84737985,10.88453024,29.19974306,28.86001396,2.982540131,4,6,2b,379045.123,3479219.136,43062.26407,13
425,167,179,9.543801224,6.262768195,32.04261398,31.90304947,3.106573105,4,6,2b,379045.123,3479219.136,43062.26407,13
426,168,180,31.90382559,55.09918493,29.01343901,29.14182091,9.5303936,4,6,2b,379045.123,3479219.136,43062.26407,13
427,170,183,10.34302687,6.463431066,28.79793135,29.53996944,5.025497437,4,6,2b,379045.123,3479219.136,43062.26407,13
428,171,182,5.85884424,2.219230905,27.42790699,27.42790699,5.4041996,4,6,2b,379045.123,3479219.136,43062.26407,13
429,172,184,15.64371273,13.93738005,25.12297678,25.64750957,8.57052803,4,6,2b,379045.123,3479219.136,43062.26407,13
430,173,185,12.83321769,10.43832689,30.96617907,31.97771263,11.27457809,4,6,2b,379045.123,3479219.136,43062.26407,13
431,174,186,5.029300839,1.657177165,31.53760686,31.32844639,6.442834854,4,6,2b,379045.123,3479219.136,43062.26407,13
432,175,187,20.31385969,19.90107462,26.78965599,26.00292397,8.05654335,4,6,2b,379045.123,3479219.136,43062.26407,13
433,176,188,12.83379396,11.38453611,24.55342397,24.68136215,2.440124512,4,6,2b,379045.123,3479219.136,43062.26407,13
434,177,189,14.40608714,14.42277187,30.20605632,30.40712357,5.733320236,4,6,2b,379045.123,3479219.136,43062.26407,13
435,178,190,15.73876599,17.01512398,28.55863616,28.26401138,8.637615204,4,6,2b,379045.123,3479219.136,43062.26407,13
436,179,191,14.3919993,12.89661399,29.46268654,29.59061432,1.422924042,4,6,2b,379045.123,3479219.136,43062.26407,13
437,181,193,18.52313209,18.70509005,25.36770592,25.33298779,4.132646561,4,6,2b,379045.123,3479219.136,43062.26407,13
438,182,194,13.41953743,8.563883406,30.22889271,31.2470417,7.477552414,4,6,2b,379045.123,3479219.136,43062.26407,13
439,184,502,23.8745887,18.94302119,24.17182704,22.79584312,9.385374069,4,6,2b,379045.123,3479219.136,43062.26407,13
